ma1,ma2,ma3,ma4,ma5,ma6
-0.42839691449990036,-0.11945119880512388,-0.35847107265305694,-9.930641455863735e-06,0.4778743568346233,-0.4283243602030334
-0.6199992968874454,-0.10867349653375363,-0.503491955346439,2.3370155375533825e-07,0.6121368696962571,-0.6199511386269183
-0.5931494573185161,-0.14583026813777594,-0.4544707717844946,6.05966693361989e-05,0.6002522136777098,-0.5931756722811383
-0.4227761107364893,-0.11275511401508045,-0.36165614327732165,3.470882457411691e-05,0.4743909655265372,-0.42284744041774847
-0.4221326560610579,-0.08961364094361302,-0.36023430670622864,-6.494123733244072e-05,0.4497824347274649,-0.42226275463962304
-0.42044777217350177,-0.09032662734283992,-0.3627485749888274,-0.007833757118503005,0.4561331246173662,-0.4182364041976471
-0.42990585134082393,-0.1523536656992479,-0.33273279588575394,-6.045479595567308e-06,0.4850293552779381,-0.42984999589029266
-0.4223517865735867,-0.09303591519574192,-0.3643072194044693,-1.3051176521358998e-05,0.4573420116660074,-0.42237552028882
-0.4067797470324619,-0.12529206529693576,-0.3620224774522974,7.99322854041027e-06,0.48727348006991344,-0.40662688581599804
-0.3970218254126956,-0.18343789192746232,-0.30033021044324926,-3.853856308491074e-05,0.4836744566009466,-0.39699114048295664
-0.4043494979560881,-0.1491848304963353,-0.32902866103739714,3.357860681211006e-05,0.4781667397060861,-0.4042943928538921
-0.41992814064431516,-0.15523189243861138,-0.343293919246622,-8.7533285268867e-06,0.4984436347828625,-0.4199060739975335
-0.41590489401941644,-0.11442498416742572,-0.3482903262474296,-3.3559863837768795e-05,0.4626817593154725,-0.4158773445483604
-0.43434728980384396,-0.14089909486389826,-0.3488129106727721,3.756038180370421e-05,0.4897230034215727,-0.43422988254174044
-0.4177486757413216,-0.1514266941020931,-0.3287738177785433,-2.128890520760459e-05,0.48026586779022307,-0.4177778037504565
-0.4049720861448775,-0.15838119899179928,-0.30982155268742845,1.1281335249419984e-05,0.468333341374062,-0.4049316394082199
-0.4233829029041133,-0.13291228113793999,-0.34255515328131303,-4.175263197411672e-05,0.47537523150554273,-0.42339304761380986
-0.6157394090630515,-0.13475174983887758,-0.47278803907629013,7.578611883562553e-05,0.6076036923658105,-0.6158213866683229
-0.4139578264703575,-0.09478366602255286,-0.3779544002639444,3.908212028287279e-05,0.4727407068640184,-0.41405944953522505
-0.422730889142785,-0.08917851266228977,-0.35998883671158427,-2.9228514876924755e-05,0.4492812664113536,-0.42272813083231703
-0.44345886676837154,-0.11376334666382681,-0.36440216911426426,-4.996872732978593e-05,0.4781957159340728,-0.44345332070179233
-0.6098877774758478,-0.1493991914086764,-0.4476971973747735,1.413783494665653e-05,0.5971534067379467,-0.6098715326926532
-0.4472712770924931,-0.11256810317613643,-0.3675707080130137,3.539038523592644e-05,0.4802562338789258,-0.4472984067641801
-0.4258226900989488,-0.12805207472901592,-0.35091885899640163,-7.241860513655131e-05,0.4791194854307607,-0.42575164815260147
-0.39930063496959134,-0.1314612729084062,-0.3390719037889044,-0.0001641394934396154,0.4713913741032538,-0.39944584869805577
-0.3962979789580533,-0.11016644891209253,-0.36809125676402055,5.778760910736828e-05,0.4781964153351251,-0.39631241835299896
-0.4286695970239308,-0.08343700878587722,-0.3727607303313764,4.842663030572313e-05,0.45625568083542334,-0.4285070721918349
-0.5909306880670693,-0.12801433628464692,-0.4617920069613903,7.035392660616392e-05,0.5897893394871231,-0.5908935390818724
-0.40764167929736067,-0.1360065455287091,-0.3285617794203002,-6.0239567250266037e-05,0.4643604691308597,-0.407683765880298
-0.4193714569319021,-0.09360372967692425,-0.39146757063624094,-0.009280869245307018,0.48948715583892194,-0.41694323036193504
-0.3998532599085303,-0.16334616901187604,-0.32739472785691,3.93165089520856e-05,0.49072525108918447,-0.39980674089195667
-0.4358282826027787,-0.1403372904335258,-0.33085799307262453,-1.1155741376199917e-05,0.4711984307291482,-0.43581551672955243
-0.41367714532273603,-0.12232138595522513,-0.3456105394559261,-6.715437317718028e-05,0.4680505399482075,-0.4137776447896547
-0.4417433347627978,-0.10771861708598832,-0.35364926737168273,-3.684925258402193e-05,0.4613728233008124,-0.4417250233302379
-0.5961908578749606,-0.14394770209569005,-0.46318232826206734,-1.2748641018125181e-05,0.6071245375059592,-0.5962315614477359
-0.5954887600130413,-0.11489331059765351,-0.4836764805674059,2.943157948046597e-05,0.5986826491013933,-0.5955233328518839
-0.4304512780736035,-0.15143249388107036,-0.3344374427710539,6.947815244210786e-05,0.48582283029446716,-0.4303652310750867
-0.4420164133995399,-0.12051963634761796,-0.3604919524064263,3.7431331094032766e-05,0.4809008549262312,-0.44201823981492316
-0.41212041701728896,-0.1276706679935298,-0.3443730402072289,-9.625455121863374e-06,0.4719588929556072,-0.41211120135597823
-0.7328365181788218,-0.154301408793183,-0.6201343211717104,2.5380725024680203e-06,0.7745367235916681,-0.7328867882727929
-0.6009807798000077,-0.12791028888728528,-0.4877601091929324,4.2770750102481714e-05,0.6155227695111144,-0.6010818859703573
-0.42330760703104364,-0.1455685568427608,-0.3519923590533185,1.8213194935105787e-05,0.4974678803321969,-0.4232782083805682
-0.4235545139507382,-0.1557539255992887,-0.3111760775050676,4.3141842075841225e-06,0.4669261964977975,-0.4235647593772116
-0.42450349609787646,-0.10831542234500849,-0.36717891806987923,4.3966712021873596e-05,0.4755052848555762,-0.42435444303119135
-0.41803139897076647,-0.10627426363893389,-0.3511279727719334,5.54162067136875e-05,0.4573450997510526,-0.41808980936193335
-0.4096270346384072,-0.12967813337458972,-0.33114528008251853,3.7468518763084614e-06,0.4607905926480457,-0.40953733126447667
-0.7240771541223774,-0.18332888283962823,-0.5751177253594042,3.1626097578138005e-05,0.7585789420232838,-0.7241566179895441
-0.4386984575791771,-0.11822603290165482,-0.3401986759601079,-3.002054506438518e-05,0.45835008706696645,-0.4386622477323253
-0.42012132771862154,-0.0922036922631444,-0.36135626348081373,4.899841242634825e-05,0.4535712906805047,-0.4202259282262778
-0.6232395133271745,-0.1374328106226593,-0.4372392736972231,-1.3083100578872816e-05,0.5747840774200136,-0.6232105680998473
-0.41639059733735817,-0.10907977315437248,-0.35015416436395397,-2.871722953994806e-05,0.4592283754030809,-0.4163900831076315
-0.39541180695981293,-0.16416558897138733,-0.3439130088702365,2.389450423652038e-05,0.5080717931437808,-0.3954681533948542
-0.7321396878887322,-0.03775788341160835,-0.7311415316649919,-3.776827636997576e-05,0.7689415399215895,-0.7321571413244485
-0.43547152185728066,-0.12676421675056213,-0.3334343963297855,-3.25046280090001e-05,0.4601989161699407,-0.4354341485581277
-0.42723080301386207,-0.15869331744750886,-0.3273421303007709,-4.8087399084949036e-05,0.4861793160124239,-0.42725054666779166
-0.4207901905161336,-0.10968879388261933,-0.34770425254611753,-3.0334801963226273e-05,0.4573999587314535,-0.4207611452953435
-0.43296767276009196,-0.13041888033857993,-0.3234811376854549,4.4072958906156065e-05,0.45395329723007144,-0.43285898049561233
-0.4245819198065684,-0.16288558105718198,-0.31921225399957,-3.802360502466531e-05,0.4820005768943039,-0.4245162580400057
-0.43108017749344785,-0.08000205624261439,-0.40745822656546704,-7.30566058996953e-05,0.4874257123992822,-0.43107030885625985
-0.41783597507657116,-0.12108057482167879,-0.34093120421499673,-6.54264863857663e-05,0.46189056687027613,-0.41780272949577124
-0.4416278254047467,-0.1144146889087738,-0.352394159607105,-1.1372556247183675e-05,0.46681407808201014,-0.44166436715397706
-0.4275337815133341,-0.08339574665150937,-0.38773625071853646,6.808676665914838e-05,0.47117411553301936,-0.42757156857618195
-0.4143204094498719,-0.11497638044414563,-0.3447816132687438,-8.838371743967287e-05,0.4597532665268822,-0.41427304924485053
-0.4067892646685282,-0.12599742894877355,-0.3635332350584311,-3.9616277748396556e-05,0.48951056512818025,-0.40680336599482186
-0.7882615043629216,0.07566484897963373,-0.750892686435951,-7.976256894278083e-05,0.675315575142157,-0.7882895538637142
-0.42205151268786595,-0.11362088591629142,-0.3574697235261891,4.622624818118935e-05,0.47097472951135144,-0.4219819360196443
-0.42968700330503784,-0.10060982912362937,-0.394089973810389,-4.0731803937255804e-05,0.49472239724351935,-0.4297529778106428
-0.5942233743993749,-0.11161455261607175,-0.4828482607756324,2.214655440011356e-05,0.5944465776497614,-0.5941179976949571
-0.42275751557285757,-0.1466069560764055,-0.35008707613112083,1.156000294416825e-05,0.49676940517822693,-0.4228754175766086
-0.4103870837444063,-0.15123435352848774,-0.33048799247413857,7.3541584220758145e-06,0.48188783335309937,-0.4103584890818408
-0.5984693540895638,-0.12077143076448665,-0.4867244183795709,-5.429915076563882e-05,0.607525964497964,-0.5984463236103879
-0.42134821318591625,-0.0970733116659026,-0.37465351059890845,5.8118349572631484e-05,0.47171048573219654,-0.42137901114221077
-0.4125293526162821,-0.09513102994737781,-0.36904793158184046,-1.3707675798510986e-05,0.46430570456406356,-0.412446804100409
-0.410155712440901,-0.14402214876939398,-0.32148546821757706,-6.687763766383221e-05,0.4654791788311732,-0.4101789187437221
-0.44962891633995955,-0.09466500866373977,-0.3783776151739332,-5.7006042393641944e-05,0.47297526002255125,-0.4496874040606314
-0.415447991161131,-0.08546858569245555,-0.3792809274442045,-3.450568865011939e-05,0.4647099049194093,-0.4153205065687982
-0.41563993072181293,-0.11046190235199096,-0.3541806143886525,2.3052205595597962e-05,0.4647275236360999,-0.4155940198128233
-0.42473366654352385,-0.08734981137294044,-0.3732353938755802,7.753421974570763e-05,0.4605185103319198,-0.42478453959585993
-0.43401149333934286,-0.1289150236123001,-0.3284660339278475,2.9961897724964197e-06,0.4574867753923837,-0.4339981921713387
-0.4074047634200726,-0.1254855976871662,-0.3667418970505529,2.9776901184473295e-05,0.4922746661732998,-0.40743866425351294
-0.4471301534377351,-0.11173885712270748,-0.3665427055054866,2.0049392686287578e-05,0.47833315013777505,-0.4472205943878568
-0.4144017390383143,-0.1460719246432772,-0.34729486373949064,6.481834614050896e-05,0.49335954368534485,-0.41433242888770505
-0.4496638891977482,-0.10805842037496377,-0.35509343836335155,-1.5897267433664122e-05,0.46320108976335667,-0.4495893911397413
-0.42389854766253776,-0.0669283668913401,-0.4221932737669336,1.1110078957060047e-05,0.4892259424614412,-0.4239931120614901
-0.4149020757933764,-0.11443084602095979,-0.34884513847645954,9.812516483517094e-06,0.4633484796378566,-0.41492825556263074
-0.599558503311902,-0.14164927937632557,-0.4732630906563471,5.3287419359237826e-05,0.6149291126389296,-0.5995346874092429
-0.597092477958035,-0.16968143571099167,-0.4471418258491361,9.540264961479722e-05,0.6168298593676717,-0.5970955110275622
-0.4414794932307582,-0.11465458408855983,-0.3618467092915303,6.340671076804783e-06,0.4764923664158953,-0.44142246690521736
-0.4248428076558474,-0.08895283577133697,-0.3780575169599789,3.9699435671615335e-05,0.4668831782516829,-0.4247302514074156
-0.42065293604144927,-0.088415478899422,-0.41778541547697434,6.485561135074984e-05,0.5062733575236131,-0.4206280939244454
-0.6035515138555723,-0.10520904370071336,-0.5129853587347813,-4.3172809583136294e-05,0.618184681102174,-0.6035086671701766
-0.42288587358267926,-0.14744997877840113,-0.3515170958044451,9.403098303676618e-07,0.49877132135380414,-0.42295947029532405
-0.6613331911007698,-0.17377748506197047,-0.37257442991540973,-8.251412686697493e-06,0.5463436913387046,-0.6613373703281779
-0.5429205036138234,-0.15930281273638017,-0.47775956924526386,1.4721331362782005e-05,0.6369837378459328,-0.5429529757500561
-0.4136703585693758,-0.14889248623710186,-0.34746277550164584,-2.8983979722747388e-05,0.49632218899636854,-0.41375129325380855
-0.4050554952607698,-0.13408297849055062,-0.36208810222714627,-1.1645470264572117e-05,0.4961996035605956,-0.4051156972875023
-0.4403830938609856,-0.11645633002643269,-0.3589466847603546,7.46950589402709e-05,0.475452734057418,-0.4403582274493563
-0.7239169073420925,-0.19383847039006463,-0.5666486999975457,2.1257490020945445e-05,0.7604820282269524,-0.7239311624299589
-0.434945821833946,-0.1106685855082188,-0.3610769343615339,0.016167898828129582,0.46626318334051414,-0.4387637939343768
